,price,minimum_nights,longitude,latitude,price_per_minimum_night,neighbourhood,neighbourhood_group,room_type
10555,70,1,-73.94971,40.71061,70.0,Williamsburg,Brooklyn,Private room
10556,100,1,-73.78737,40.74267,100.0,Fresh Meadows,Queens,Entire home/apt
10558,70,2,-73.92429,40.768,35.0,Astoria,Queens,Entire home/apt
10562,75,1,-73.86468,40.75526,75.0,Jackson Heights,Queens,Private room
10563,75,1,-73.86632,40.75548,75.0,Jackson Heights,Queens,Private room
10564,37,15,-73.91867,40.75547,2.466666666666667,Long Island City,Queens,Private room
10565,225,29,-74.00074,40.75165,7.758620689655173,Chelsea,Manhattan,Entire home/apt
10566,250,31,-73.98106,40.7281,8.064516129032258,East Village,Manhattan,Entire home/apt
10567,125,3,-73.93961,40.68285,41.666666666666664,Bedford-Stuyvesant,Brooklyn,Entire home/apt
10569,110,4,-73.95406,40.77887,27.5,Upper East Side,Manhattan,Private room
10571,100,6,-73.97302,40.74553,16.666666666666668,Murray Hill,Manhattan,Private room
10573,205,3,-74.00502,40.73319,68.33333333333333,West Village,Manhattan,Entire home/apt
10575,90,3,-73.96314,40.7124,30.0,Williamsburg,Brooklyn,Entire home/apt
10580,103,7,-73.93918,40.68499,14.714285714285714,Bedford-Stuyvesant,Brooklyn,Entire home/apt
10581,97,2,-73.94988,40.63939,48.5,East Flatbush,Brooklyn,Entire home/apt
10583,245,4,-73.99181,40.76127,61.25,Hell's Kitchen,Manhattan,Entire home/apt
10594,80,4,-73.91734,40.77433,20.0,Ditmars Steinway,Queens,Private room
10597,120,30,-73.91134,40.69867,4.0,Bushwick,Brooklyn,Entire home/apt
10600,100,30,-73.96177,40.65961,3.3333333333333335,Prospect-Lefferts Gardens,Brooklyn,Entire home/apt
10601,159,3,-73.99199,40.71826,53.0,Lower East Side,Manhattan,Entire home/apt
10602,200,1,-73.98135,40.72995,200.0,East Village,Manhattan,Entire home/apt
10607,165,30,-74.01605,40.70956,5.5,Battery Park City,Manhattan,Entire home/apt
10608,100,1,-74.00981,40.72018,100.0,Tribeca,Manhattan,Private room
10612,185,3,-73.96259,40.79877,61.666666666666664,Upper West Side,Manhattan,Entire home/apt
10615,159,1,-73.95008,40.78338,159.0,Upper East Side,Manhattan,Entire home/apt
10620,135,7,-73.91397,40.75535,19.285714285714285,Astoria,Queens,Entire home/apt
10621,150,2,-73.95446,40.79965,75.0,Harlem,Manhattan,Entire home/apt
10622,165,2,-73.94393,40.72176,82.5,Greenpoint,Brooklyn,Entire home/apt
10623,46,1,-73.87683,40.77006,46.0,East Elmhurst,Queens,Private room
10626,200,2,-73.9907,40.75849,100.0,Hell's Kitchen,Manhattan,Entire home/apt
10627,100,1,-73.92894,40.76211,100.0,Long Island City,Queens,Private room
10629,150,4,-73.93912,40.80965,37.5,East Harlem,Manhattan,Entire home/apt
10632,239,5,-73.93967,40.67797,47.8,Bedford-Stuyvesant,Brooklyn,Entire home/apt
10633,70,7,-74.01908,40.64355,10.0,Sunset Park,Brooklyn,Private room
10635,200,2,-73.95674,40.80089,100.0,Harlem,Manhattan,Entire home/apt
10637,45,2,-73.95551,40.68372,22.5,Bedford-Stuyvesant,Brooklyn,Entire home/apt
10641,250,2,-73.98842,40.73178,125.0,East Village,Manhattan,Entire home/apt
10643,249,30,-73.95938,40.76391,8.3,Upper East Side,Manhattan,Entire home/apt
10649,115,3,-73.99327,40.68326,38.333333333333336,Carroll Gardens,Brooklyn,Entire home/apt
10651,75,7,-73.91104,40.74715,10.714285714285714,Woodside,Queens,Private room
10654,60,2,-73.96215,40.71596,30.0,Williamsburg,Brooklyn,Private room
10656,120,2,-73.94708,40.80577,60.0,Harlem,Manhattan,Private room
10657,150,2,-73.94621,40.80565,75.0,Harlem,Manhattan,Entire home/apt
10665,92,2,-73.98462,40.77354,46.0,Upper West Side,Manhattan,Private room
10672,200,2,-73.92128,40.68989,100.0,Bushwick,Brooklyn,Entire home/apt
10673,180,1,-73.97905,40.72504,180.0,East Village,Manhattan,Entire home/apt
10676,60,1,-73.97118,40.678,60.0,Prospect Heights,Brooklyn,Private room
10677,95,3,-74.00076,40.74513,31.666666666666668,Chelsea,Manhattan,Private room
10679,230,2,-73.93192,40.68498,115.0,Bedford-Stuyvesant,Brooklyn,Entire home/apt
10682,95,2,-73.92706,40.66383,47.5,East Flatbush,Brooklyn,Shared room
10684,42,2,-73.95402,40.8224,21.0,Harlem,Manhattan,Private room
10685,70,2,-73.95103,40.68805,35.0,Bedford-Stuyvesant,Brooklyn,Private room
10686,199,1,-73.96695,40.68971,199.0,Clinton Hill,Brooklyn,Private room
10687,65,3,-73.93698,40.84111,21.666666666666668,Washington Heights,Manhattan,Private room
10688,190,30,-73.99536,40.75383,6.333333333333333,Hell's Kitchen,Manhattan,Entire home/apt
10689,200,2,-73.99914,40.72853,100.0,Greenwich Village,Manhattan,Entire home/apt
10691,98,1,-73.95204,40.71923,98.0,Greenpoint,Brooklyn,Private room
10692,120,2,-73.92719,40.7043,60.0,Bushwick,Brooklyn,Private room
10693,130,4,-73.92729,40.62802,32.5,Flatlands,Brooklyn,Private room
10695,125,31,-73.97997,40.72057,4.032258064516129,East Village,Manhattan,Entire home/apt
10698,55,5,-73.95408,40.64438,11.0,Flatbush,Brooklyn,Private room
10699,68,3,-73.93187,40.85369,22.666666666666668,Washington Heights,Manhattan,Private room
10707,100,2,-73.95794,40.80204,50.0,Harlem,Manhattan,Private room
10709,59,1,-73.91138,40.72194,59.0,Maspeth,Queens,Private room
10710,325,2,-73.80001,40.81476,162.5,Throgs Neck,Bronx,Entire home/apt
10711,98,1,-73.93521,40.69836,98.0,Bushwick,Brooklyn,Entire home/apt
10713,69,3,-73.92525,40.68167,23.0,Bedford-Stuyvesant,Brooklyn,Private room
10716,39,1,-73.91643,40.67065,39.0,Brownsville,Brooklyn,Private room
10717,70,2,-73.9763,40.64125,35.0,Kensington,Brooklyn,Private room
10719,90,5,-73.97813,40.72255,18.0,East Village,Manhattan,Private room
10720,39,1,-73.91621,40.67115,39.0,Crown Heights,Brooklyn,Private room
10721,85,2,-73.95623,40.71219,42.5,Williamsburg,Brooklyn,Private room
10723,42,1,-73.9467,40.82205,42.0,Harlem,Manhattan,Private room
10725,700,2,-73.99302,40.72847,350.0,NoHo,Manhattan,Entire home/apt
10728,150,4,-73.95523,40.67743,37.5,Crown Heights,Brooklyn,Entire home/apt
10729,100,5,-73.92562,40.6938,20.0,Bushwick,Brooklyn,Entire home/apt
10730,85,30,-73.98223,40.66826,2.8333333333333335,Park Slope,Brooklyn,Entire home/apt
10734,79,1,-73.88173,40.84328,79.0,West Farms,Bronx,Private room
10736,139,4,-73.94233,40.68137,34.75,Bedford-Stuyvesant,Brooklyn,Private room
10741,70,2,-73.94769,40.82137,35.0,Harlem,Manhattan,Private room
10742,199,3,-74.00241,40.72409,66.33333333333333,SoHo,Manhattan,Private room
10743,39,1,-73.91799,40.67073,39.0,Crown Heights,Brooklyn,Private room
10744,39,1,-73.91685,40.67112,39.0,Crown Heights,Brooklyn,Private room
10745,75,2,-73.94883,40.78987,37.5,East Harlem,Manhattan,Private room
10746,99,20,-73.97704,40.65106,4.95,Windsor Terrace,Brooklyn,Entire home/apt
10747,100,15,-73.91221,40.75748,6.666666666666667,Astoria,Queens,Private room
10748,225,3,-73.99741,40.6869,75.0,Cobble Hill,Brooklyn,Entire home/apt
10749,99,2,-73.99727,40.69449,49.5,Brooklyn Heights,Brooklyn,Private room
10750,469,9,-73.90997,40.67804,52.111111111111114,Bedford-Stuyvesant,Brooklyn,Entire home/apt
10752,180,3,-73.9486,40.80801,60.0,Harlem,Manhattan,Private room
10753,100,1,-73.96235,40.79927,100.0,Upper West Side,Manhattan,Private room
10754,125,3,-73.93787,40.82755,41.666666666666664,Harlem,Manhattan,Entire home/apt
10757,65,5,-73.85452,40.88301,13.0,Williamsbridge,Bronx,Private room
10758,52,2,-73.99268,40.64077,26.0,Borough Park,Brooklyn,Private room
10760,99,1,-74.14829,40.5455,99.0,Great Kills,Staten Island,Private room
10761,130,4,-73.92591,40.62841,32.5,Flatlands,Brooklyn,Private room
10762,189,2,-73.99617,40.76128,94.5,Hell's Kitchen,Manhattan,Entire home/apt
10764,150,1,-73.94788,40.70309,150.0,Williamsburg,Brooklyn,Private room
10774,41,7,-73.96421,40.6419,5.857142857142857,Flatbush,Brooklyn,Private room
10777,45,1,-73.95612,40.6,45.0,Sheepshead Bay,Brooklyn,Shared room
10779,125,2,-73.97074,40.67835,62.5,Prospect Heights,Brooklyn,Entire home/apt
10783,57,3,-73.9379,40.81959,19.0,Harlem,Manhattan,Private room
10784,160,2,-73.95893,40.68635,80.0,Bedford-Stuyvesant,Brooklyn,Entire home/apt
10786,250,2,-73.95288,40.66916,125.0,Crown Heights,Brooklyn,Entire home/apt
10787,194,5,-73.96377,40.81067,38.8,Morningside Heights,Manhattan,Entire home/apt
10789,205,3,-73.93045,40.66889,68.33333333333333,Crown Heights,Brooklyn,Entire home/apt
10790,129,4,-73.92619,40.6283,32.25,Flatlands,Brooklyn,Private room
10794,75,3,-73.8775,40.68537,25.0,Cypress Hills,Brooklyn,Entire home/apt
10795,45,1,-73.95417,40.59836,45.0,Sheepshead Bay,Brooklyn,Shared room
10800,125,1,-73.92641,40.73633,125.0,Sunnyside,Queens,Entire home/apt
10801,175,1,-73.91555,40.77188,175.0,Ditmars Steinway,Queens,Private room
10802,300,3,-73.98303,40.67173,100.0,Park Slope,Brooklyn,Entire home/apt
10803,249,30,-73.95801,40.76483,8.3,Upper East Side,Manhattan,Entire home/apt
10804,199,30,-73.96042,40.76137,6.633333333333334,Upper East Side,Manhattan,Entire home/apt
10806,60,3,-73.92526,40.6678,20.0,Brownsville,Brooklyn,Private room
10808,135,2,-73.9236,40.68211,67.5,Bedford-Stuyvesant,Brooklyn,Entire home/apt
10809,90,2,-73.94807,40.64464,45.0,East Flatbush,Brooklyn,Entire home/apt
10813,85,3,-73.95383,40.82523,28.333333333333332,Harlem,Manhattan,Private room
10815,62,1,-73.95523,40.65309,62.0,Flatbush,Brooklyn,Private room
10816,155,2,-73.93038,40.68121,77.5,Bedford-Stuyvesant,Brooklyn,Entire home/apt
10818,140,2,-73.9875,40.72972,70.0,East Village,Manhattan,Private room
10819,50,1,-73.93102,40.69902,50.0,Bushwick,Brooklyn,Shared room
10823,78,2,-73.94828,40.62857,39.0,Midwood,Brooklyn,Entire home/apt
10824,139,4,-73.99694,40.71631,34.75,Chinatown,Manhattan,Entire home/apt
10827,55,2,-73.95494,40.82323,27.5,Harlem,Manhattan,Private room
10830,120,2,-73.93268,40.75653,60.0,Long Island City,Queens,Private room
10834,80,2,-74.09984,40.62257,40.0,Silver Lake,Staten Island,Entire home/apt
10838,239,5,-73.98441,40.73524,47.8,Gramercy,Manhattan,Entire home/apt
10847,200,10,-73.95141,40.71111,20.0,Williamsburg,Brooklyn,Entire home/apt
10851,99,2,-73.96179,40.7965,49.5,Upper West Side,Manhattan,Private room
10853,140,1,-73.9925,40.7368,140.0,Chelsea,Manhattan,Entire home/apt
10857,414,16,-73.92629,40.62862,25.875,Flatlands,Brooklyn,Entire home/apt
10858,125,4,-73.92739,40.62868,31.25,Flatlands,Brooklyn,Private room
10859,299,2,-73.99226,40.74451,149.5,Chelsea,Manhattan,Entire home/apt
10860,55,3,-73.96119,40.65216,18.333333333333332,Flatbush,Brooklyn,Private room
10862,65,3,-73.93903,40.67831,21.666666666666668,Bedford-Stuyvesant,Brooklyn,Private room
10867,124,3,-73.94773,40.82244,41.333333333333336,Harlem,Manhattan,Entire home/apt
10868,85,2,-74.0263,40.63421,42.5,Bay Ridge,Brooklyn,Private room
10869,100,3,-73.94858,40.80311,33.333333333333336,Harlem,Manhattan,Private room
10877,59,1,-73.98935,40.68863,59.0,Boerum Hill,Brooklyn,Private room
10878,300,4,-73.96471,40.76436,75.0,Upper East Side,Manhattan,Entire home/apt
10879,135,6,-73.97076,40.69371,22.5,Fort Greene,Brooklyn,Entire home/apt
10883,185,5,-73.94803,40.77372,37.0,Upper East Side,Manhattan,Private room
10884,35,6,-74.00207,40.64985,5.833333333333333,Sunset Park,Brooklyn,Private room
10887,50,1,-73.87504,40.75819,50.0,East Elmhurst,Queens,Private room
10891,28,2,-73.86514,40.82939,14.0,Soundview,Bronx,Private room
10898,360,1,-73.98967,40.7595,360.0,Hell's Kitchen,Manhattan,Entire home/apt
10899,185,4,-73.98401,40.74268,46.25,Midtown,Manhattan,Entire home/apt
10902,195,3,-73.96649,40.76146,65.0,Midtown,Manhattan,Private room
10904,150,3,-73.9433,40.72321,50.0,Greenpoint,Brooklyn,Entire home/apt
10907,450,6,-73.99496,40.76041,75.0,Hell's Kitchen,Manhattan,Entire home/apt
10911,65,1,-73.94266,40.71193,65.0,Williamsburg,Brooklyn,Private room
10912,104,2,-73.87144,40.75273,52.0,Jackson Heights,Queens,Entire home/apt
10916,190,2,-73.98735,40.73572,95.0,Gramercy,Manhattan,Entire home/apt
10919,80,7,-73.95633,40.67352,11.428571428571429,Crown Heights,Brooklyn,Entire home/apt
10920,65,2,-73.71299,40.73351,32.5,Bellerose,Queens,Private room
10925,80,1,-73.96144,40.65661,80.0,Prospect-Lefferts Gardens,Brooklyn,Private room
10928,190,4,-73.97093,40.80109,47.5,Upper West Side,Manhattan,Entire home/apt
10932,52,4,-73.92805,40.68881,13.0,Bedford-Stuyvesant,Brooklyn,Private room
10933,110,4,-73.9287,40.68942,27.5,Bedford-Stuyvesant,Brooklyn,Entire home/apt
10936,137,1,-73.97698,40.77697,137.0,Upper West Side,Manhattan,Private room
10938,149,10,-73.97439,40.75287,14.9,Midtown,Manhattan,Entire home/apt
10941,70,1,-73.9878,40.71323,70.0,Lower East Side,Manhattan,Private room
10942,99,1,-73.91325,40.76615,99.0,Astoria,Queens,Private room
10943,109,1,-73.91234,40.76799,109.0,Astoria,Queens,Private room
10944,235,1,-73.93198,40.85432,235.0,Washington Heights,Manhattan,Entire home/apt
10946,250,2,-73.98705,40.71978,125.0,Lower East Side,Manhattan,Entire home/apt
10947,95,1,-74.00166,40.72607,95.0,SoHo,Manhattan,Private room
10948,85,1,-73.9533,40.77564,85.0,Upper East Side,Manhattan,Private room
10951,125,2,-73.91722,40.87126,62.5,Inwood,Manhattan,Entire home/apt
10952,374,1,-73.96803,40.8037,374.0,Upper West Side,Manhattan,Entire home/apt
10953,160,2,-73.94735,40.66999,80.0,Crown Heights,Brooklyn,Private room
10955,70,2,-73.93071,40.70337,35.0,Bushwick,Brooklyn,Entire home/apt
10956,55,1,-73.93808,40.63401,55.0,East Flatbush,Brooklyn,Entire home/apt
10958,95,1,-73.96734,40.76301,95.0,Upper East Side,Manhattan,Private room
10959,250,30,-73.99124,40.72116,8.333333333333334,Lower East Side,Manhattan,Entire home/apt
10961,89,2,-73.88894,40.7568,44.5,East Elmhurst,Queens,Entire home/apt
10962,285,7,-73.98324,40.74568,40.714285714285715,Midtown,Manhattan,Entire home/apt
10968,60,1,-73.94595,40.82497,60.0,Harlem,Manhattan,Private room
10971,80,1,-73.9517,40.71032,80.0,Williamsburg,Brooklyn,Private room
10976,200,1,-73.91944,40.68251,200.0,Bedford-Stuyvesant,Brooklyn,Entire home/apt
10979,130,3,-74.00387,40.68053,43.333333333333336,Columbia St,Brooklyn,Entire home/apt
10980,135,3,-73.98554,40.7786,45.0,Upper West Side,Manhattan,Private room
10981,165,5,-73.9875,40.77875,33.0,Upper West Side,Manhattan,Entire home/apt
10983,52,1,-73.92009,40.76541,52.0,Astoria,Queens,Shared room
10995,99,2,-73.99586,40.71879,49.5,Chinatown,Manhattan,Entire home/apt
10999,75,4,-73.91174,40.76404,18.75,Astoria,Queens,Private room
11008,200,3,-73.91939,40.68426,66.66666666666667,Bedford-Stuyvesant,Brooklyn,Entire home/apt
11009,149,3,-73.9791,40.7298,49.666666666666664,East Village,Manhattan,Private room
11010,55,5,-73.76711,40.67068,11.0,Jamaica,Queens,Private room
11013,29,8,-73.96042,40.6924,3.625,Bedford-Stuyvesant,Brooklyn,Shared room
11014,195,5,-73.99856,40.69472,39.0,Brooklyn Heights,Brooklyn,Entire home/apt
11016,80,5,-73.92254,40.76152,16.0,Astoria,Queens,Private room
11018,70,3,-73.95275,40.7696,23.333333333333332,Upper East Side,Manhattan,Private room
11019,90,2,-73.99045,40.71342,45.0,Chinatown,Manhattan,Private room
11022,149,5,-73.98856,40.72948,29.8,East Village,Manhattan,Entire home/apt
11023,100,2,-73.86164,40.81773,50.0,Clason Point,Bronx,Entire home/apt
11027,199,1,-73.98676,40.72689,199.0,East Village,Manhattan,Entire home/apt
11028,50,1,-73.91374,40.68623,50.0,Bushwick,Brooklyn,Private room
11031,330,3,-73.98938,40.72903,110.0,East Village,Manhattan,Entire home/apt
11032,39,2,-73.92179,40.68793,19.5,Bedford-Stuyvesant,Brooklyn,Private room
11034,77,2,-73.95136,40.6394,38.5,Flatbush,Brooklyn,Entire home/apt
11038,62,1,-73.95254,40.7851,62.0,Upper East Side,Manhattan,Shared room
11040,55,1,-73.83038,40.69474,55.0,Richmond Hill,Queens,Private room
11041,172,30,-73.9949,40.66406,5.733333333333333,Sunset Park,Brooklyn,Entire home/apt
11044,60,2,-73.94804,40.67677,30.0,Crown Heights,Brooklyn,Private room
11045,72,1,-73.97971,40.68347,72.0,Boerum Hill,Brooklyn,Private room
11047,229,3,-73.9187,40.68821,76.33333333333333,Bushwick,Brooklyn,Entire home/apt
11048,70,1,-73.78614,40.69872,70.0,Jamaica,Queens,Private room
11049,40,30,-73.94919,40.64487,1.3333333333333333,East Flatbush,Brooklyn,Shared room
11050,99,2,-73.97946,40.72904,49.5,East Village,Manhattan,Private room
11051,100,2,-73.92469,40.7657,50.0,Astoria,Queens,Private room
11053,125,1,-74.00323,40.72792,125.0,SoHo,Manhattan,Entire home/apt
11054,190,3,-73.97726,40.74648,63.333333333333336,Murray Hill,Manhattan,Entire home/apt
11062,99,5,-73.96287,40.62419,19.8,Midwood,Brooklyn,Entire home/apt
11066,135,2,-73.98591,40.7633,67.5,Hell's Kitchen,Manhattan,Private room
11068,122,5,-73.95237,40.73248,24.4,Greenpoint,Brooklyn,Entire home/apt
11071,70,4,-73.95413,40.73464,17.5,Greenpoint,Brooklyn,Private room
11075,115,4,-73.98435,40.75731,28.75,Theater District,Manhattan,Private room
11077,74,1,-73.97856,40.68498,74.0,Boerum Hill,Brooklyn,Private room
11078,48,2,-73.87314,40.68173,24.0,Cypress Hills,Brooklyn,Private room
11083,100,1,-73.95347,40.80255,100.0,Harlem,Manhattan,Private room
11087,145,4,-73.92296,40.68528,36.25,Bedford-Stuyvesant,Brooklyn,Entire home/apt
11088,289,3,-74.00382,40.73932,96.33333333333333,West Village,Manhattan,Entire home/apt
11095,60,2,-73.94657,40.67649,30.0,Crown Heights,Brooklyn,Private room
11097,70,5,-73.9408,40.71681,14.0,Williamsburg,Brooklyn,Private room
11099,144,1,-74.0846,40.64779,144.0,St. George,Staten Island,Entire home/apt
11103,75,4,-73.94003,40.79802,18.75,East Harlem,Manhattan,Private room
11104,80,4,-73.93968,40.67455,20.0,Crown Heights,Brooklyn,Entire home/apt
11106,69,2,-73.91762,40.76685,34.5,Astoria,Queens,Private room
11107,150,2,-73.96665,40.76517,75.0,Upper East Side,Manhattan,Entire home/apt
11112,50,1,-73.9037,40.74921,50.0,Woodside,Queens,Private room
11116,150,1,-73.98127,40.68879,150.0,Downtown Brooklyn,Brooklyn,Entire home/apt
11118,150,2,-73.99793,40.72214,75.0,SoHo,Manhattan,Entire home/apt
11119,120,30,-73.95328,40.68552,4.0,Bedford-Stuyvesant,Brooklyn,Entire home/apt
11121,60,5,-73.95303,40.80171,12.0,Harlem,Manhattan,Private room
11122,70,3,-73.92141,40.76258,23.333333333333332,Astoria,Queens,Private room
11123,239,2,-73.99068,40.76069,119.5,Hell's Kitchen,Manhattan,Entire home/apt
11125,89,2,-73.95487,40.66301,44.5,Prospect-Lefferts Gardens,Brooklyn,Entire home/apt
11128,37,1,-73.85777,40.73977,37.0,Corona,Queens,Shared room
11129,239,1,-74.00084,40.73464,239.0,West Village,Manhattan,Entire home/apt
11133,360,3,-73.94852,40.67017,120.0,Crown Heights,Brooklyn,Entire home/apt
11134,115,7,-73.95175,40.77127,16.428571428571427,Upper East Side,Manhattan,Private room
11136,207,4,-73.98915,40.72135,51.75,Lower East Side,Manhattan,Entire home/apt
11137,120,2,-73.92118,40.76914,60.0,Astoria,Queens,Private room
11139,85,2,-73.75402,40.72001,42.5,Queens Village,Queens,Entire home/apt
11141,45,2,-73.95305,40.65336,22.5,Flatbush,Brooklyn,Private room
11142,160,5,-73.99857,40.6787,32.0,Carroll Gardens,Brooklyn,Entire home/apt
11143,40,29,-73.87591,40.74073,1.3793103448275863,Elmhurst,Queens,Private room
11144,49,2,-73.98237,40.67397,24.5,Park Slope,Brooklyn,Private room
11147,89,3,-73.95496,40.72014,29.666666666666668,Greenpoint,Brooklyn,Private room
11148,220,3,-73.97755,40.78709,73.33333333333333,Upper West Side,Manhattan,Entire home/apt
11149,99,2,-73.98398,40.72781,49.5,East Village,Manhattan,Private room
11154,130,31,-73.94743,40.80449,4.193548387096774,Harlem,Manhattan,Entire home/apt
11156,59,1,-73.73008,40.71412,59.0,Queens Village,Queens,Entire home/apt
11162,77,1,-73.92792,40.7571,77.0,Astoria,Queens,Private room
11163,149,6,-73.97976,40.67374,24.833333333333332,Park Slope,Brooklyn,Entire home/apt
11165,57,3,-73.9206,40.75758,19.0,Astoria,Queens,Private room
11167,55,4,-73.89171,40.75167,13.75,Jackson Heights,Queens,Private room
11169,60,2,-74.02748,40.6328,30.0,Bay Ridge,Brooklyn,Private room
11170,64,1,-73.93508,40.85289,64.0,Washington Heights,Manhattan,Private room
11171,40,1,-73.92363,40.677,40.0,Crown Heights,Brooklyn,Private room
11172,50,3,-73.92645,40.85041,16.666666666666668,Washington Heights,Manhattan,Private room
11175,49,14,-73.94555,40.82305,3.5,Harlem,Manhattan,Private room
11179,45,2,-73.90679,40.69428,22.5,Bushwick,Brooklyn,Private room
11180,89,2,-74.03164,40.63461,44.5,Bay Ridge,Brooklyn,Entire home/apt
11182,285,2,-73.95862,40.71871,142.5,Williamsburg,Brooklyn,Entire home/apt
11183,100,5,-73.97442,40.7936,20.0,Upper West Side,Manhattan,Private room
11185,75,2,-74.12272,40.62859,37.5,Randall Manor,Staten Island,Entire home/apt
11188,35,1,-73.95481,40.59852,35.0,Sheepshead Bay,Brooklyn,Shared room
11191,195,3,-73.99509,40.66567,65.0,Sunset Park,Brooklyn,Entire home/apt
11194,115,30,-73.99547,40.75679,3.8333333333333335,Hell's Kitchen,Manhattan,Entire home/apt
11197,120,1,-74.07367,40.60514,120.0,Concord,Staten Island,Entire home/apt
11199,250,3,-73.96874,40.75594,83.33333333333333,Midtown,Manhattan,Entire home/apt
11206,155,30,-73.96705,40.76942,5.166666666666667,Upper East Side,Manhattan,Entire home/apt
